City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,una,20.8167,71.0333,310.39,15,2,3.97,IN,1714541504
275,ola,59.5833,151.2833,272.67,89,100,3.84,RU,1714541504
276,brinkmann,-30.8659,-62.0374,291.47,98,100,5.44,AR,1714541505
277,madimba,-10.4,40.3333,298.03,81,85,5.87,TZ,1714541239
278,santa helena,-2.2311,-45.3,296.79,99,100,0.24,BR,1714541506
279,ubinskoye,55.3068,79.6802,278.09,36,24,2.84,RU,1714541506
280,sandersville,32.9815,-82.8101,292.52,87,33,0.45,US,1714541507
281,selfoss,63.9331,-20.9971,276.19,64,96,1.74,IS,1714541507
282,pangody,65.85,74.4859,264.88,85,98,3.91,RU,1714541508
283,cova figueira,14.8905,-24.2934,291.39,75,2,3.76,CV,1714541509
284,eden,36.4885,-79.7667,291.33,82,100,0.0,US,1714541305
285,amursk,50.2261,136.8994,288.7,32,44,5.26,RU,1714541509
286,xichang,27.8964,102.2634,294.96,49,96,2.51,CN,1714541510
287,verkhnevilyuysk,63.4453,120.3167,273.31,99,100,3.79,RU,1714541510
288,bamboo flat,11.7,92.7167,308.2,49,20,4.12,IN,1714541322
289,mount pearl,47.5166,-52.7813,277.22,98,100,2.57,CA,1714541511
290,nemuro,43.3236,145.575,276.85,82,15,7.12,JP,1714541512
291,kapa'a,22.0752,-159.319,299.14,81,75,4.63,US,1714541512
292,adamovka,51.5223,59.9396,283.56,66,85,9.3,RU,1714541513
293,khor,47.8861,134.9464,292.9,21,57,6.47,RU,1714541513
294,alofi,-19.0595,-169.9187,299.09,83,20,2.57,NU,1714541513
295,saint-pierre,-21.3393,55.4781,297.97,69,0,1.54,RE,1714541514
296,margate,51.3813,1.3862,285.54,94,100,2.04,GB,1714541331
297,holualoa,19.6228,-155.9522,297.06,82,20,4.63,US,1714541515
298,sungai raya,0.7,108.9,305.29,59,85,4.19,ID,1714541516
299,cruz alta,-28.6386,-53.6064,293.7,94,66,3.28,BR,1714541516
300,chibougamau,49.9168,-74.3659,274.94,69,0,3.09,CA,1714541349
301,cold springs,39.6802,-119.9766,284.86,37,0,5.66,US,1714541517
302,archangelos,36.2149,28.1149,293.25,63,31,3.44,GR,1714541517
303,kuraymah,18.55,31.85,303.77,11,0,9.34,SD,1714541518
304,broken hill,-31.95,141.4333,290.68,30,0,5.18,AU,1714541518
305,tarko-sale,64.9225,77.785,267.08,79,90,4.44,RU,1714541519
306,al qubbah,32.7616,22.2424,291.81,44,38,0.63,LY,1714541519
307,jacksonville,30.3322,-81.6556,295.38,88,0,4.63,US,1714541469
308,koh kong,11.6175,102.9806,306.0,58,93,3.98,KH,1714541520
309,nieuw amsterdam,5.8833,-55.0833,298.24,89,100,3.2,SR,1714541521
310,saldanha,-33.0117,17.9442,288.18,95,63,3.37,ZA,1714541521
311,magadan,59.5667,150.8,272.33,93,77,0.86,RU,1714541263
312,sucre,-19.0333,-65.2627,287.35,80,39,2.1,BO,1714541522
313,katsuren-haebaru,26.3369,127.8719,299.36,78,75,5.66,JP,1714541522
314,awjilah,29.1081,21.2869,300.26,18,70,6.14,LY,1714541523
315,tromso,69.6496,18.957,279.16,81,75,5.14,NO,1714541473
316,alpena,45.0617,-83.4327,281.33,97,0,1.54,US,1714541260
317,nogliki,51.8333,143.1667,280.01,56,73,3.13,RU,1714541524
318,gamay,12.3854,125.2979,303.97,58,100,3.73,PH,1714541524
319,revda,56.801,59.9303,276.74,97,100,2.89,RU,1714541525
320,sulecin,52.4443,15.1168,289.99,60,70,4.31,PL,1714541292
321,mogocha,53.7333,119.7667,281.77,73,100,4.95,RU,1714541526
322,kalevala,65.2,31.1667,274.87,99,100,0.89,RU,1714541526
323,kill devil hills,36.0307,-75.676,294.25,88,0,5.66,US,1714541527
324,lisala,2.15,21.5167,298.34,75,100,0.67,CD,1714541527
325,thunder bay,48.4001,-89.3168,276.14,93,75,2.57,CA,1714541399
326,tidjikja,18.5564,-11.4271,294.5,13,0,5.86,MR,1714541528
327,al kharijah,25.4514,30.5464,297.08,31,1,5.93,EG,1714541528
328,siwa oasis,29.2041,25.5195,296.38,37,9,4.07,EG,1714541529
329,yuzhno-kurilsk,44.0306,145.8556,276.69,74,100,8.88,RU,1714541530
330,codrington,-38.2667,141.9667,288.17,65,68,7.55,AU,1714541235
331,camana,-16.6228,-72.7111,293.52,90,43,2.65,PE,1714541531
332,axtla de terrazas,21.4667,-98.85,298.56,84,13,1.84,MX,1714541532
333,peace river,56.2501,-117.286,278.32,93,100,3.09,CA,1714541532
334,ovalle,-30.5983,-71.2003,289.58,59,100,1.07,CL,1714541396
335,tadine,-21.55,167.8833,296.45,68,23,4.51,NC,1714541533
336,sao joao,-8.8756,-36.3667,293.55,96,100,2.01,BR,1714541533
337,dalai,45.5,124.3,298.91,11,1,6.99,CN,1714541534
338,stornoway,58.2093,-6.3865,283.13,85,20,1.03,GB,1714541534
339,sandnessjoen,66.0217,12.6316,275.44,73,70,7.56,NO,1714541535
340,schierling,48.8333,12.1333,289.41,79,67,4.15,DE,1714541535
341,murghob,38.1702,73.9667,271.82,50,70,2.12,TJ,1714541536
342,cooper's town,26.8667,-77.5167,296.45,78,72,7.62,BS,1714541536
343,tyukhtet,56.5389,89.3011,278.61,35,13,0.94,RU,1714541536
344,palangkaraya,-2.2,113.8333,307.02,54,59,1.14,ID,1714541336
345,keflavik,64.0049,-22.5624,275.39,80,0,3.09,IS,1714541537
346,lyantor,61.6195,72.1555,271.88,81,97,4.06,RU,1714541418
347,salym,60.0625,71.4789,275.78,67,100,2.03,RU,1714541538
348,berriane,32.8265,3.7669,287.6,40,0,6.65,DZ,1714541539
349,sylt-ost,54.8833,8.35,284.31,87,80,8.23,DE,1714541539
350,sukumo,32.9333,132.7333,289.78,96,100,1.67,JP,1714541539
351,naze,28.3667,129.4833,298.66,80,90,4.98,JP,1714541540
352,imbituba,-28.24,-48.6703,297.51,97,20,2.09,BR,1714541540
353,maridi,4.9158,29.4742,299.41,64,48,2.98,SS,1714541541
354,elliot lake,46.3834,-82.6331,276.54,96,31,1.36,CA,1714541541
355,porto novo,6.4965,2.6036,298.05,89,85,3.66,BJ,1714541542
356,fale old settlement,-9.3852,-171.2468,302.82,75,100,3.69,TK,1714541542
357,waingapu,-9.6567,120.2641,302.66,65,68,6.69,ID,1714541297
358,mermoz boabab,14.7065,-17.4758,295.03,78,34,6.17,SN,1714541543
359,ak-suu,42.4995,78.527,282.68,72,94,3.37,KG,1714541543
360,mersa matruh,31.3525,27.2453,290.26,88,40,1.54,EG,1714541544
361,orchard homes,46.8633,-114.0484,274.04,89,0,2.06,US,1714541544
362,san gil,6.5557,-73.1331,292.91,97,98,0.94,CO,1714541545
363,atherton,53.5237,-2.4935,284.98,87,100,1.24,GB,1714541545
364,nantucket,41.2835,-70.0995,282.23,91,100,5.66,US,1714541288
365,puerto aysen,-45.4,-72.7,277.85,100,100,1.62,CL,1714541293
366,tsiombe,-25.3,45.4833,297.65,72,0,2.35,MG,1714541189
367,sai kung,22.3822,114.2728,297.2,94,100,1.97,CN,1714541547
368,rio gallegos,-51.6226,-69.2181,275.18,80,100,3.6,AR,1714541116
369,tyumen,57.1522,65.5272,281.2,49,40,3.0,RU,1714541483
370,antsiranana,-12.2787,49.2917,299.57,89,75,5.14,MG,1714541548
371,saudarkrokur,65.7461,-19.6394,274.17,90,96,0.98,IS,1714541242
372,hammerfest,70.6634,23.6821,275.4,69,75,1.03,NO,1714541313
373,nakamura,32.9833,132.9333,290.49,99,100,1.15,JP,1714541550
374,vizinga,61.0749,50.1031,275.04,67,77,3.86,RU,1714541550
375,cuero,29.0939,-97.2892,296.86,89,72,1.79,US,1714541550
376,noumea,-22.2763,166.4572,299.82,99,17,5.39,NC,1714541551
377,corinto,37.9407,22.9573,291.39,71,36,2.49,GR,1714541551
378,mili,6.0815,171.735,301.37,82,100,8.65,MH,1714541214
379,wucheng,29.6008,118.175,289.16,83,100,1.28,CN,1714541552
380,rio grande,-32.035,-52.0986,292.01,98,100,4.84,BR,1714541374
381,constantia,44.1833,28.65,287.53,85,100,7.88,RO,1714540968
382,novosokol'niki,56.3463,30.1578,285.92,73,89,2.19,RU,1714541553
383,taoudenni,22.6783,-3.9836,294.97,12,9,4.67,ML,1714541293
384,sao gabriel da cachoeira,-0.1303,-67.0892,296.32,99,90,1.0,BR,1714541321
385,nha trang,12.25,109.1833,309.15,55,90,5.78,VN,1714541282
386,kailua-kona,19.6406,-155.9956,299.13,86,20,4.63,US,1714541215
387,churapcha,62.0025,132.4325,278.89,46,38,5.78,RU,1714541556
388,phan rang-thap cham,11.5667,108.9833,308.4,46,90,5.8,VN,1714541549
389,cabo san lucas,22.8909,-109.9124,297.93,55,100,2.68,MX,1714541182
390,afua,-0.1567,-50.3867,297.25,96,100,1.28,BR,1714541557
391,gizo,-8.103,156.8419,302.09,76,95,2.61,SB,1714541558
392,afaahiti,-17.75,-149.2833,300.08,83,97,10.54,PF,1714541558
393,sompeta,18.9333,84.6,311.6,40,3,9.25,IN,1714541538
394,adrar,20.5022,-10.0711,290.22,18,0,4.53,MR,1714541559
395,san antonio de pale,-1.4014,5.6325,301.29,83,100,3.9,GQ,1714541560
396,pisco,-13.7,-76.2167,294.18,83,23,1.03,PE,1714541560
397,green river,41.5286,-109.4662,280.36,42,100,0.45,US,1714541560
398,dandong,40.1292,124.3947,296.66,14,0,6.07,CN,1714541561
399,diplo,24.4667,69.584,307.7,5,32,3.58,PK,1714541561
400,pleiku,13.9833,108.0,309.74,29,13,3.75,VN,1714541562
401,manadhoo,5.7667,73.3833,302.48,75,100,3.97,MV,1714541562
402,paradip garh,20.3167,86.6167,313.02,34,54,7.5,IN,1714541563
403,port macquarie,-31.4333,152.9167,290.31,83,98,4.71,AU,1714541563
404,guarapari,-20.6667,-40.4975,295.31,93,4,3.2,BR,1714541444
405,queenstown,-31.8976,26.8753,291.4,46,11,2.52,ZA,1714541564
406,port douglas,-16.4833,145.4667,298.93,81,85,5.95,AU,1714541564
407,juneau,58.3019,-134.4197,283.15,82,40,2.06,US,1714541387
408,sabang,5.8933,95.3214,302.57,73,100,0.91,ID,1714541198
409,khanty-mansiysk,61.0042,69.0019,276.21,38,0,3.0,RU,1714541566
410,ambovombe,-25.1667,46.0833,299.05,62,7,3.51,MG,1714541566
411,barcelos,41.5388,-8.6151,284.18,86,92,2.01,PT,1714541507
412,shenjiamen,29.9576,122.298,288.32,67,85,6.66,CN,1714541568
413,dryden,49.7833,-92.7503,276.31,93,100,3.09,CA,1714541338
414,thyolo,-16.0678,35.1405,291.16,68,5,1.01,MW,1714541568
415,laurentides,46.4334,-74.9826,277.99,90,100,0.42,CA,1714541569
416,vilyuysk,63.7553,121.6247,271.48,82,90,5.81,RU,1714541569
417,motueka,-41.1333,173.0167,288.2,93,98,1.28,NZ,1714541570
418,saint-philippe,-21.3585,55.7679,297.92,79,100,4.5,RE,1714541570
419,priargunsk,50.3691,119.1012,290.33,26,100,11.46,RU,1714541571
420,prince rupert,54.3161,-130.3201,280.98,90,0,1.54,CA,1714541571
421,siteki,-26.45,31.95,289.05,50,0,1.49,SZ,1714541572
422,altai,46.3722,96.2583,285.29,17,6,6.06,MN,1714541333
423,moss vale,-34.55,150.3833,287.68,77,19,2.89,AU,1714541573
424,meadow lake,34.8014,-106.5436,292.21,19,0,1.27,US,1714541341
425,trebes,43.2106,2.4417,286.32,94,100,4.63,FR,1714541574
426,port hueneme,34.1478,-119.1951,290.47,84,0,4.63,US,1714541574
427,adre,13.4667,22.2,301.36,13,46,4.02,TD,1714541575
428,djebeniana,35.035,10.9081,289.04,79,15,7.08,TN,1714541575
429,cabedelo,-6.9811,-34.8339,297.52,83,92,4.6,BR,1714541576
430,terrace,54.5163,-128.6035,282.1,71,75,5.14,CA,1714541576
431,puerto carreno,6.189,-67.4859,300.15,75,90,1.91,CO,1714541577
432,pervomayskoye,43.919,46.7102,292.63,50,59,5.5,RU,1714541577
433,villa gesell,-37.2639,-56.973,284.29,66,36,4.59,AR,1714541577
434,kaohsiung,22.6163,120.3133,305.12,43,75,5.14,TW,1714541578
435,ketchikan,55.3422,-131.6461,282.41,71,100,2.57,US,1714541344
436,quatre cocos,-20.2078,57.7625,300.42,68,100,5.42,MU,1714541579
437,kaduna,10.5222,7.4383,299.61,58,90,3.26,NG,1714541580
438,povorino,51.1945,42.2457,290.49,56,12,5.3,RU,1714541580
439,banda aceh,5.5577,95.3222,303.79,69,100,2.65,ID,1714541581
440,bangjun,39.9911,117.2628,299.85,14,50,3.76,CN,1714541581
441,merizo village,13.2658,144.6691,304.46,84,44,6.88,GU,1714541582
442,balkh,36.75,67.0,294.6,31,4,6.92,AF,1714541582
443,kalemie,-5.9475,29.1947,296.57,77,38,1.19,CD,1714541583
444,tokar,18.4254,37.729,303.93,51,0,2.37,SD,1714541583
445,souillac,-20.5167,57.5167,300.36,65,75,4.12,MU,1714541583
446,vorgashor,67.5833,63.95,263.04,94,96,2.22,RU,1714541205
447,aoulef,26.9667,1.0833,292.71,20,19,5.26,DZ,1714541584
448,daru,-9.0763,143.2092,300.17,90,100,7.13,PG,1714541585
449,byron bay,-28.65,153.6167,291.71,87,100,5.94,AU,1714541585
450,kisiwani,-4.1333,37.95,298.39,68,83,1.86,TZ,1714541586
451,glace bay,46.1969,-59.957,279.34,95,100,7.72,CA,1714541586
452,kaoma,-14.7833,24.8,290.71,53,8,2.53,ZM,1714541586
453,tonkino,57.3726,46.4629,280.66,79,48,5.52,RU,1714541587
454,talcahuano,-36.7167,-73.1167,279.97,100,20,3.09,CL,1714541525
455,fortuna,40.5982,-124.1573,284.07,84,40,4.63,US,1714541189
456,rabo de peixe,37.8,-25.5833,285.88,76,20,1.54,PT,1714541310
457,yanchep,-31.55,115.6833,298.22,47,83,3.1,AU,1714541589
458,sant lluis,39.8526,4.2594,287.37,88,20,3.09,ES,1714541589
459,yuxia,34.0615,108.6291,292.49,53,87,2.04,CN,1714541590
460,nyrob,60.733,56.7202,275.64,55,59,4.72,RU,1714541590
461,mount gambier,-37.8333,140.7667,287.71,70,82,6.05,AU,1714541286
462,uvira,-3.4067,29.1458,297.12,84,99,1.55,CD,1714541591
463,malpica,43.3228,-8.8105,280.58,75,100,2.54,ES,1714541591
464,zhezqazghan,47.7833,67.7667,280.47,57,40,8.0,KZ,1714541592
465,rawson,-43.3002,-65.1023,279.93,63,100,16.53,AR,1714541272
466,gandiaye,14.2333,-16.2667,302.92,21,52,5.71,SN,1714541593
467,straldzha,42.6,26.6833,286.17,82,100,4.72,BG,1714541593
468,myitkyina,25.3833,97.4,312.22,20,1,1.58,MM,1714541377
469,javanrud,34.7961,46.5172,289.95,65,97,3.03,IR,1714541594
470,qingdao,36.0986,120.3719,296.93,20,0,3.0,CN,1714541594
471,coxim,-18.5067,-54.76,298.45,66,33,1.42,BR,1714541340
472,asipovichy,53.2933,28.6422,289.1,64,11,1.97,BY,1714541595
473,broome,42.2506,-75.833,287.94,90,100,0.89,US,1714541596
474,st. john's,47.5649,-52.7093,277.68,98,100,2.57,CA,1714541141
475,diphu,25.8333,93.4333,301.98,24,16,3.94,IN,1714541597
476,pyt-yakh,60.7499,72.8582,271.29,84,100,2.43,RU,1714541597
477,labrador city,52.9463,-66.9114,268.81,88,100,9.83,CA,1714541316
478,sao vicente,-23.9631,-46.3919,302.19,26,0,2.0,BR,1714541346
479,aykhal,66.0,111.5,267.67,68,36,5.57,RU,1714541598
480,kurumkan,54.3,110.3,274.33,72,35,5.81,RU,1714541599
481,buritis,-15.6178,-46.4233,295.43,70,64,1.07,BR,1714541599
482,ilebo,-4.3167,20.5833,298.15,71,91,0.51,CD,1714541600
483,gutao,37.2025,112.1781,295.04,19,63,3.05,CN,1714541600
484,kayenta,36.7278,-110.2546,289.07,28,11,5.72,US,1714541540
485,nahiyat ash shinafiyah,31.5874,44.6602,298.47,56,53,3.56,IQ,1714541601
486,taroa,8.7058,171.2275,301.31,76,100,8.22,MH,1714541296
487,island harbour,50.724,-1.2758,282.7,82,90,1.39,GB,1714541602
488,dwarka,22.2394,68.9678,304.0,41,49,6.56,IN,1714541602
489,wuchang,44.9143,127.15,295.43,17,0,5.81,CN,1714541603
490,gumdag,39.2061,54.5906,299.51,17,100,5.19,TM,1714541603
491,al artawiyah,26.5053,45.3444,300.07,39,73,7.88,SA,1714541604
492,rikaze,29.25,88.8833,286.38,11,1,2.97,CN,1714541352
493,saeby,57.3319,10.5225,285.11,79,48,6.68,DK,1714541605
494,tual,-5.6667,132.75,300.71,85,100,6.72,ID,1714541349
495,kiruna,67.8557,20.2251,274.66,75,21,3.09,SE,1714541606
496,dalnegorsk,44.5604,135.5701,289.66,28,28,1.51,RU,1714541606
497,ambodifotatra,-16.9833,49.85,299.48,86,100,5.63,MG,1714541607
498,najran,17.4924,44.1277,296.51,30,0,1.44,SA,1714541328
499,gogrial,8.5332,28.1004,306.86,17,96,1.57,SS,1714541608
500,walvis bay,-22.9575,14.5053,289.87,67,0,1.03,NA,1714541249
501,kratie,12.4881,106.0188,315.13,27,49,2.72,KH,1714541609
502,ron phibun,8.1791,99.8542,312.12,33,100,1.59,TH,1714541610
503,twon-brass,4.3151,6.2418,301.28,81,100,6.49,NG,1714541610
504,ingeniero jacobacci,-41.3427,-69.5448,273.53,69,66,3.65,AR,1714541610
505,hamar,60.7945,11.068,281.6,85,97,0.82,NO,1714541611
506,candido de abreu,-24.5669,-51.3333,292.84,86,7,0.64,BR,1714541611
507,rundu,-17.9333,19.7667,288.61,37,0,2.12,NA,1714541612
508,napili-honokowai,20.9708,-156.6705,298.66,86,95,5.12,US,1714541612
509,nakano,36.75,138.3667,288.36,90,100,3.15,JP,1714541613
510,trujillo,-8.116,-79.03,292.13,88,75,3.09,PE,1714541613
511,balabac,7.9868,117.0645,303.73,69,96,4.4,PH,1714541614
512,al qusiyah,27.4402,30.8184,291.3,56,0,5.77,EG,1714541614
513,yantarnyy,54.8717,19.9381,286.07,82,40,5.2,RU,1714541614
514,helong,42.5397,128.9972,291.77,26,0,2.33,CN,1714541615
515,tsiroanomandidy,-18.7667,46.0333,296.46,69,86,1.92,MG,1714541615
516,ad dawadimi,24.5077,44.3924,292.79,47,27,5.81,SA,1714541616
517,sharm el-sheikh,27.8518,34.305,298.23,53,0,6.17,EG,1714541616
518,tengrela,10.4869,-6.4097,299.03,32,7,1.71,CI,1714541617
519,afif,23.9065,42.9172,295.87,51,25,6.18,SA,1714541617
520,bodaybo,57.8506,114.1933,274.66,65,100,4.54,RU,1714541618
521,bardai,11.65,7.2333,298.66,49,42,3.11,NG,1714541331
522,kourou,5.1552,-52.6478,299.18,92,60,2.4,GF,1714541274
523,padang,-0.9492,100.3543,305.18,87,100,1.94,ID,1714541619
524,filey,54.21,-0.2892,284.28,92,81,1.8,GB,1714541620
525,haukipudas,65.1765,25.3523,277.67,100,86,2.64,FI,1714541620
526,jayapura,-2.5333,140.7,306.81,78,88,3.4,ID,1714541353
527,wafangdian,39.6183,122.0081,297.66,19,0,5.37,CN,1714541621
528,shiguai,40.7058,110.2856,290.55,13,0,3.98,CN,1714541621
529,marang,5.2056,103.2059,308.1,61,100,4.26,MY,1714541622
530,viedma,-40.8135,-62.9967,282.24,50,0,11.26,AR,1714541341
531,oistins,13.0667,-59.5333,300.2,78,75,6.69,BB,1714541623
532,glowno,51.9646,19.7157,290.8,66,3,3.96,PL,1714541623
533,opuwo,-18.0607,13.84,290.73,37,0,3.12,NA,1714541624
534,itanhem,-17.1664,-40.33,293.99,97,8,0.39,BR,1714541624
535,cordeiro,-22.0286,-42.3608,291.94,97,0,1.35,BR,1714541625
536,yung shue wan,22.2333,114.1167,296.93,93,100,2.28,HK,1714541625
537,santa catalina,9.3337,122.8637,304.14,66,67,4.46,PH,1714541625
538,ixtapa,20.7,-105.2,297.16,78,40,0.0,MX,1714541347
539,isiro,2.7739,27.616,295.9,94,95,1.59,CD,1714541626
540,balfour,-26.6633,28.5902,288.69,39,2,0.96,ZA,1714541627
541,puerto leguizamo,-0.1934,-74.7819,295.36,99,97,0.29,CO,1714541627
542,gloucester point,37.254,-76.4969,295.14,69,75,4.12,US,1714541549
543,tanumah,27.1,44.1333,297.64,47,1,4.48,SA,1714541343
544,at taj,24.2049,23.2857,300.53,16,27,6.54,LY,1714541629
545,dartmouth,44.6713,-63.5772,276.9,83,40,3.13,CA,1714541602
546,namie,37.4833,141.0,288.45,75,100,3.96,JP,1714541629
547,bonthe,7.5264,-12.505,300.03,88,77,2.09,SL,1714541630
548,lorengau,-2.0226,147.2712,301.4,84,53,4.07,PG,1714541630
549,rosetta,31.4044,30.4164,293.38,77,3,5.28,EG,1714541631
